# Ten-channel resonant ladder, W/L = 1000, L = 1 um, VDD = 5 V
# SMALL-SIGNAL run: drive 0.03 V RMS, chosen to keep the cross-coupled pairs
# linear.  At 1 V RMS the pairs intermodulate and, because the channel ladder
# is arithmetic, every sum of two channels lands on another channel.
# Excitation: white noise, new value every 0.5 ns (flat well past 200 MHz)
# Uniform sampling 500 ps (ngspice 'linearize'), 190 us total
# vin  = v(n05) - v(actm)   vout = v(actp) - v(actm)
#
# time[s]            vin[V]               vout[V]
2.922800000e-05 3.255292090e-02 -8.744630810e-03
2.922850000e-05 7.783649440e-03 -6.288961860e-04
2.922900000e-05 -1.493298170e-02 -1.540646470e-03
2.922950000e-05 -4.761755930e-02 -1.010397590e-02
2.923000000e-05 -2.825294580e-02 -1.777114580e-02
2.923050000e-05 -5.186015860e-02 -2.420195520e-02
2.923100000e-05 4.523611030e-02 -1.755600330e-02
2.923150000e-05 -2.773182750e-03 -6.923720580e-03
2.923200000e-05 -9.967644940e-03 -6.928125950e-03
2.923250000e-05 2.339843830e-02 -2.952145620e-03
2.923300000e-05 2.325474560e-02 4.385092980e-03
2.923350000e-05 -6.088588380e-03 5.235639620e-03
2.923400000e-05 -4.147617440e-02 -3.364988030e-03
2.923450000e-05 -3.618808780e-03 -8.585990610e-03
2.923500000e-05 2.678266850e-02 -2.560591290e-03
2.923550000e-05 7.439220070e-03 3.000621860e-03
2.923600000e-05 -1.851912850e-02 4.509100960e-04
2.923650000e-05 4.615456340e-02 4.803780020e-03
2.923700000e-05 5.244350550e-02 1.758717560e-02
2.923750000e-05 -4.279527940e-02 1.330030770e-02
2.923800000e-05 8.736685210e-03 5.074139040e-03
2.923850000e-05 1.371592140e-02 6.917964550e-03
2.923900000e-05 -2.522498760e-02 3.084226220e-03
2.923950000e-05 3.422379370e-02 3.997856770e-03
2.924000000e-05 5.007731340e-02 1.504461280e-02
2.924050000e-05 -2.420365260e-03 1.714971950e-02
2.924100000e-05 -1.708428370e-02 9.317838830e-03
2.924150000e-05 2.158612700e-02 7.471184390e-03
2.924200000e-05 5.013909760e-02 1.565788460e-02
2.924250000e-05 5.126878440e-02 2.557507670e-02
2.924300000e-05 -1.562639510e-03 2.496809120e-02
2.924350000e-05 -1.826972470e-02 1.493999090e-02
2.924400000e-05 -6.908402040e-03 7.276899660e-03
2.924450000e-05 -1.326979950e-02 2.412545350e-03
2.924500000e-05 -1.327672600e-02 -1.953579520e-03
2.924550000e-05 -2.536088360e-02 -6.967287150e-03
2.924600000e-05 1.256722730e-02 -6.621279360e-03
2.924650000e-05 -2.975435130e-02 -7.703314050e-03
2.924700000e-05 5.446444550e-02 -1.702400080e-03
2.924750000e-05 5.465126020e-04 5.916393440e-03
2.924800000e-05 5.372982360e-03 4.804551240e-03
2.924850000e-05 -2.411253430e-02 3.612081330e-04
2.924900000e-05 -1.980668700e-02 -5.978534870e-03
2.924950000e-05 -2.739947210e-02 -1.088958490e-02
2.925000000e-05 3.629389010e-02 -5.725259050e-03
2.925050000e-05 -1.939640300e-02 -1.718254210e-03
2.925100000e-05 -7.414951100e-03 -4.644406230e-03
2.925150000e-05 1.896357720e-04 -4.083572590e-03
2.925200000e-05 3.429010570e-02 2.309821790e-03
2.925250000e-05 -2.223471250e-02 2.882162790e-03
2.925300000e-05 -8.562675180e-03 -2.362023100e-03
2.925350000e-05 7.143400610e-02 7.716120790e-03
2.925400000e-05 3.261121960e-02 2.001284320e-02
2.925450000e-05 -3.654444570e-02 1.323924150e-02
2.925500000e-05 -1.146366810e-02 2.895832890e-03
2.925550000e-05 3.169740150e-02 5.440734490e-03
2.925600000e-05 1.999809850e-02 1.132659210e-02
2.925650000e-05 4.090802760e-02 1.701315240e-02
2.925700000e-05 3.337783290e-02 2.267267350e-02
2.925750000e-05 7.883595300e-02 3.238718950e-02
2.925800000e-05 4.895019130e-02 4.092317380e-02
2.925850000e-05 -3.658089180e-02 3.017069220e-02
2.925900000e-05 -2.317913560e-02 1.295144330e-02
2.925950000e-05 3.920113280e-02 1.192248550e-02
2.926000000e-05 5.392728750e-02 2.195019930e-02
2.926050000e-05 2.733234050e-02 2.722457300e-02
2.926100000e-05 -4.580770580e-02 1.652752970e-02
2.926150000e-05 -2.463249250e-02 2.086554310e-03
2.926200000e-05 -3.480067590e-02 -6.957190500e-03
2.926250000e-05 2.566312720e-02 -5.831716710e-03
2.926300000e-05 2.641178440e-02 3.174728660e-03
2.926350000e-05 3.562644830e-02 1.102410160e-02
2.926400000e-05 4.241913590e-02 1.887119140e-02
2.926450000e-05 2.926292600e-02 2.344642210e-02
2.926500000e-05 2.539238780e-02 2.442628830e-02
2.926550000e-05 -4.897777290e-03 2.014085950e-02
2.926600000e-05 3.632102820e-02 1.923468840e-02
2.926650000e-05 -2.390036180e-02 1.519072790e-02
2.926700000e-05 1.719124680e-02 1.035700030e-02
2.926750000e-05 -2.520695190e-02 6.099035440e-03
2.926800000e-05 1.375574970e-02 3.087413050e-03
2.926850000e-05 -1.571544640e-02 1.701873600e-03
2.926900000e-05 -1.189937790e-02 -2.763663150e-03
2.926950000e-05 -2.394530430e-02 -7.296007250e-03
2.927000000e-05 -8.497768200e-03 -9.880835520e-03
2.927050000e-05 9.840064130e-04 -8.190557870e-03
2.927100000e-05 -2.194776490e-03 -6.136478120e-03
2.927150000e-05 2.715239990e-02 -6.378350540e-04
2.927200000e-05 4.399541300e-03 3.908049720e-03
2.927250000e-05 9.987521700e-03 4.977945830e-03
2.927300000e-05 -2.952370230e-03 4.615615470e-03
2.927350000e-05 -2.352622950e-02 -4.509555890e-04
2.927400000e-05 3.906743590e-02 2.553572900e-03
2.927450000e-05 1.779725060e-02 9.951884600e-03
2.927500000e-05 -1.821511880e-02 6.944372810e-03
2.927550000e-05 -2.318329070e-02 -8.997791000e-04
2.927600000e-05 4.045946920e-02 2.265196380e-03
2.927650000e-05 2.887001930e-02 1.135977950e-02
2.927700000e-05 3.827396910e-02 1.766776470e-02
2.927750000e-05 1.100017040e-02 1.933386300e-02
2.927800000e-05 8.834329970e-03 1.650968780e-02
2.927850000e-05 2.017294890e-03 1.319862760e-02
2.927900000e-05 -4.127857800e-02 3.444418760e-03
2.927950000e-05 -1.158552470e-03 -3.314185200e-03
2.928000000e-05 1.466152120e-02 -3.286776000e-04
2.928050000e-05 -4.679178550e-02 -5.250443950e-03
2.928100000e-05 5.818014420e-02 -1.416380890e-03
2.928150000e-05 -1.946502050e-02 3.864338070e-03
2.928200000e-05 3.977212200e-02 5.999980560e-03
2.928250000e-05 -5.050398390e-02 2.021650670e-03
2.928300000e-05 3.625994850e-02 2.209240870e-05
2.928350000e-05 2.653365850e-02 8.895175780e-03
2.928400000e-05 2.001231720e-02 1.300699670e-02
2.928450000e-05 4.093017600e-02 1.824075290e-02
2.928500000e-05 1.477574000e-02 2.091019150e-02
2.928550000e-05 9.694132930e-03 1.848732870e-02
2.928600000e-05 1.548181580e-02 1.687115440e-02
2.928650000e-05 -9.176555190e-03 1.272483670e-02
2.928700000e-05 2.806970210e-02 1.194228270e-02
2.928750000e-05 -1.799675310e-02 9.476275780e-03
2.928800000e-05 1.967113450e-02 7.160752370e-03
2.928850000e-05 1.789978820e-02 1.039145060e-02
2.928900000e-05 7.761014490e-03 1.103191020e-02
2.928950000e-05 -1.062905680e-02 7.460119240e-03
2.929000000e-05 -3.591428140e-03 3.531674520e-03
2.929050000e-05 -1.177170010e-02 4.687648820e-04
2.929100000e-05 9.269091140e-05 -1.082443240e-03
2.929150000e-05 -2.943369390e-02 -5.086204350e-03
2.929200000e-05 3.213218650e-03 -7.166752000e-03
2.929250000e-05 -5.624557620e-04 -4.892681900e-03
2.929300000e-05 -4.672273810e-02 -1.072498720e-02
2.929350000e-05 -2.675671230e-02 -1.817675040e-02
2.929400000e-05 1.804452020e-02 -1.400527150e-02
2.929450000e-05 4.204352560e-03 -6.970982180e-03
2.929500000e-05 9.545247940e-03 -2.931947400e-03
2.929550000e-05 1.783422620e-02 1.978377680e-03
2.929600000e-05 -2.568107920e-02 1.271968360e-04
2.929650000e-05 5.829846420e-03 -2.389460540e-03
2.929700000e-05 1.167786390e-02 9.125490280e-04
2.929750000e-05 1.297372620e-02 4.210940180e-03
2.929800000e-05 -5.787706250e-02 -3.908360520e-03
2.929850000e-05 -2.776466730e-02 -1.477386140e-02
2.929900000e-05 -3.801140270e-03 -1.487831940e-02
2.929950000e-05 1.701585400e-02 -8.554543260e-03
2.930000000e-05 6.630297610e-02 6.203708420e-03
2.930050000e-05 -4.202554140e-03 1.285836100e-02
2.930100000e-05 -6.850465250e-02 -1.635285910e-03
2.930150000e-05 -4.192760400e-03 -1.112538610e-02
2.930200000e-05 -4.349377690e-03 -9.240272860e-03
2.930250000e-05 -1.665457680e-02 -9.781274290e-03
2.930300000e-05 2.905616820e-02 -4.974020270e-03
2.930350000e-05 4.092128630e-02 6.444528760e-03
2.930400000e-05 6.985574270e-03 1.116086040e-02
2.930450000e-05 -7.863362300e-03 7.758068280e-03
2.930500000e-05 3.198604640e-02 9.302814060e-03
2.930550000e-05 1.458603360e-03 1.123717620e-02
2.930600000e-05 -4.113402640e-02 2.010513800e-03
2.930650000e-05 -2.305086040e-02 -7.712201790e-03
2.930700000e-05 -4.231383590e-02 -1.515784040e-02
2.930750000e-05 2.132824580e-02 -1.360139670e-02
2.930800000e-05 1.694972140e-02 -4.534010590e-03
2.930850000e-05 2.243183710e-02 2.220553730e-03
2.930900000e-05 -1.698616290e-02 1.954470770e-03
2.930950000e-05 2.501777130e-02 2.888018120e-03
2.931000000e-05 2.364887340e-02 9.155779890e-03
2.931050000e-05 -5.438337380e-02 1.852855050e-03
2.931100000e-05 -6.543125520e-02 -1.552794710e-02
2.931150000e-05 1.600165770e-02 -1.727781600e-02
2.931200000e-05 -3.481408560e-03 -1.048612770e-02
2.931250000e-05 3.936991670e-02 -1.945991790e-03
2.931300000e-05 -2.524164150e-02 1.324184630e-04
2.931350000e-05 1.291522440e-02 -1.487631240e-03
2.931400000e-05 -4.140354370e-02 -5.623298160e-03
2.931450000e-05 -2.727596240e-03 -1.008709600e-02
2.931500000e-05 5.615574660e-02 8.354487290e-04
2.931550000e-05 -1.252632770e-02 6.389693240e-03
2.931600000e-05 2.683803820e-02 7.038712980e-03
2.931650000e-05 -4.750366320e-02 1.670120530e-03
2.931700000e-05 2.606893280e-02 -1.296063690e-03
2.931750000e-05 4.562986870e-03 3.277674460e-03
2.931800000e-05 1.009807880e-02 4.352490580e-03
2.931850000e-05 -2.944330770e-02 -1.288294480e-04
2.931900000e-05 -7.139133040e-02 -1.499178420e-02
2.931950000e-05 -4.891340120e-02 -2.788328650e-02
2.932000000e-05 -1.966741600e-02 -2.959329360e-02
2.932050000e-05 2.267444760e-02 -2.036065740e-02
2.932100000e-05 1.933774120e-02 -8.434257480e-03
2.932150000e-05 2.564644770e-02 6.310062770e-04
2.932200000e-05 1.405150480e-02 6.203791700e-03
2.932250000e-05 3.224311230e-02 1.125972140e-02
2.932300000e-05 1.124015190e-02 1.406896900e-02
2.932350000e-05 -8.180717190e-03 1.022084070e-02
2.932400000e-05 -1.742657600e-02 3.373361030e-03
2.932450000e-05 -2.148115580e-02 -3.389457570e-03
2.932500000e-05 -2.341669050e-02 -9.007452800e-03
2.932550000e-05 -2.718627670e-02 -1.375033530e-02
2.932600000e-05 -1.956461010e-02 -1.640001900e-02
2.932650000e-05 5.435731380e-03 -1.342521750e-02
2.932700000e-05 -2.461042820e-02 -1.238294950e-02
2.932750000e-05 -7.559854040e-03 -1.315773090e-02
2.932800000e-05 3.314972700e-02 -5.359886110e-03
2.932850000e-05 -3.247185230e-02 -4.197103940e-03
2.932900000e-05 -1.466498000e-03 -7.704126520e-03
2.932950000e-05 -2.557247070e-03 -6.238874950e-03
2.933000000e-05 5.454415430e-03 -4.157724440e-03
2.933050000e-05 5.094964840e-02 5.263218630e-03
2.933100000e-05 -2.348809570e-02 7.043471720e-03
2.933150000e-05 3.947294930e-02 7.716825110e-03
2.933200000e-05 5.427126530e-03 1.170861490e-02
2.933250000e-05 -3.667952230e-04 9.143474040e-03
2.933300000e-05 -2.440806740e-04 6.588979690e-03
2.933350000e-05 -3.867795160e-02 -9.542900730e-04
2.933400000e-05 -3.264969640e-02 -1.062746280e-02
2.933450000e-05 -3.373960260e-02 -1.688313880e-02
2.933500000e-05 -5.732526250e-02 -2.504190410e-02
2.933550000e-05 1.567315490e-02 -2.315395470e-02
2.933600000e-05 -3.231536270e-02 -1.920268140e-02
2.933650000e-05 4.233823690e-02 -1.173113900e-02
2.933700000e-05 2.655380970e-02 1.267632920e-03
2.933750000e-05 -1.543155090e-02 2.054628300e-03
2.933800000e-05 -2.033435650e-02 -3.850147130e-03
2.933850000e-05 -5.421467380e-02 -1.381292000e-02
2.933900000e-05 -2.978514590e-02 -2.181507010e-02
2.933950000e-05 -7.009655010e-02 -3.020737620e-02
2.934000000e-05 -7.641074170e-03 -3.222296450e-02
2.934050000e-05 -4.359761390e-03 -2.465837840e-02
2.934100000e-05 -1.649042780e-02 -2.060197960e-02
2.934150000e-05 3.517016430e-02 -1.164153610e-02
2.934200000e-05 -3.614164830e-02 -9.019424250e-03
2.934250000e-05 -1.303366920e-02 -1.333504020e-02
2.934300000e-05 -1.884819630e-02 -1.419502030e-02
2.934350000e-05 -1.086035510e-03 -1.293658650e-02
2.934400000e-05 5.709712280e-02 -8.912050000e-04
2.934450000e-05 -1.055157100e-03 6.926315140e-03
2.934500000e-05 -8.395656010e-03 3.588655300e-03
2.934550000e-05 7.919420720e-03 2.667837580e-03
2.934600000e-05 1.565834100e-02 5.381707690e-03
2.934650000e-05 -4.535957050e-02 -8.283302370e-04
2.934700000e-05 -1.843221460e-02 -9.535636090e-03
2.934750000e-05 -4.941927650e-02 -1.678614210e-02
2.934800000e-05 3.654714760e-03 -1.826864770e-02
2.934850000e-05 1.433197610e-02 -1.051029800e-02
2.934900000e-05 5.164318880e-02 2.107618070e-03
2.934950000e-05 -1.652379420e-02 6.037827580e-03
2.935000000e-05 3.203514230e-02 6.923349430e-03
2.935050000e-05 1.902143160e-03 9.685784940e-03
2.935100000e-05 2.295294570e-02 1.072802680e-02
2.935150000e-05 3.278633080e-02 1.577728170e-02
2.935200000e-05 -2.253474820e-02 1.234258780e-02
2.935250000e-05 2.530411430e-03 6.100870710e-03
2.935300000e-05 1.107154350e-02 6.254013910e-03
2.935350000e-05 -2.718480650e-02 1.778571590e-03
2.935400000e-05 2.316423510e-02 9.145407410e-04
2.935450000e-05 -4.798668530e-03 2.971072530e-03
2.935500000e-05 1.569382740e-02 3.819780720e-03
2.935550000e-05 -5.710916600e-02 -3.631739450e-03
2.935600000e-05 1.285486820e-02 -8.283051340e-03
2.935650000e-05 -1.371468310e-02 -6.063974040e-03
2.935700000e-05 -4.276083810e-02 -1.243542480e-02
2.935750000e-05 1.787505400e-02 -1.185168210e-02
2.935800000e-05 -3.395675680e-03 -6.489059780e-03
2.935850000e-05 -4.691129800e-02 -1.209980900e-02
2.935900000e-05 3.304935980e-02 -1.011935100e-02
2.935950000e-05 5.016876970e-02 4.720530740e-03
2.936000000e-05 6.269137790e-02 1.952323000e-02
2.936050000e-05 1.449134170e-02 2.457822680e-02
2.936100000e-05 3.568949590e-02 2.485717430e-02
2.936150000e-05 5.660941960e-02 3.105979850e-02
2.936200000e-05 -8.124383180e-03 2.866529530e-02
2.936250000e-05 2.136148290e-02 2.254707120e-02
2.936300000e-05 5.537113780e-02 2.724201030e-02
2.936350000e-05 2.972262760e-02 3.135703030e-02
2.936400000e-05 1.953130660e-02 2.929404610e-02
2.936450000e-05 4.151781740e-03 2.414717940e-02
2.936500000e-05 -3.250760390e-02 1.291056620e-02
2.936550000e-05 2.472221310e-02 8.515865860e-03
2.936600000e-05 4.155264390e-03 1.003739240e-02
2.936650000e-05 -9.479833490e-03 6.280036530e-03
2.936700000e-05 -7.782317220e-02 -8.513688700e-03
2.936750000e-05 5.062706530e-03 -1.594167040e-02
2.936800000e-05 -7.319516530e-03 -1.192831920e-02
2.936850000e-05 2.133096070e-02 -6.437875220e-03
2.936900000e-05 -1.517953980e-02 -4.097038780e-03
2.936950000e-05 -6.231574910e-02 -1.433389590e-02
2.937000000e-05 -5.538363770e-02 -2.689427440e-02
2.937050000e-05 -1.447529330e-02 -2.871357460e-02
2.937100000e-05 1.880546660e-02 -1.940644240e-02
2.937150000e-05 1.793717370e-02 -8.354515580e-03
2.937200000e-05 -2.290763630e-02 -6.703621310e-03
2.937250000e-05 -6.771969060e-02 -1.786344720e-02
2.937300000e-05 -2.513184980e-03 -2.225966630e-02
2.937350000e-05 3.325473020e-02 -1.125887350e-02
2.937400000e-05 -2.685424490e-02 -7.635437980e-03
2.937450000e-05 6.782216600e-02 1.010882050e-03
2.937500000e-05 9.091535740e-04 9.982301990e-03
2.937550000e-05 4.055532080e-02 1.329132390e-02
2.937600000e-05 -3.167019680e-02 1.021751130e-02
2.937650000e-05 -5.746669030e-02 -5.584701600e-03
2.937700000e-05 -2.823423370e-02 -1.598912710e-02
2.937750000e-05 -1.652893190e-02 -1.773295300e-02
2.937800000e-05 7.616455280e-03 -1.381579980e-02
2.937850000e-05 1.324954990e-02 -6.939615740e-03
2.937900000e-05 2.139009110e-02 -7.813581910e-05
2.937950000e-05 -1.919743360e-02 -1.746725070e-04
2.938000000e-05 -3.835014520e-02 -8.549046120e-03
2.938050000e-05 3.397756310e-02 -6.206851860e-03
2.938100000e-05 -5.046145020e-02 -7.321039570e-03
2.938150000e-05 2.620204440e-02 -8.000767220e-03
2.938200000e-05 4.216867120e-05 -1.984247350e-03
2.938250000e-05 2.915219800e-02 3.083588090e-03
2.938300000e-05 -3.311296950e-02 1.220677900e-03
2.938350000e-05 3.474387070e-02 1.498388090e-03
2.938400000e-05 4.425814170e-03 6.282173390e-03
2.938450000e-05 1.741403780e-02 7.473450660e-03
2.938500000e-05 -3.661457470e-03 6.926389190e-03
2.938550000e-05 2.105518480e-02 7.433618090e-03
2.938600000e-05 1.487775010e-02 1.031796270e-02
2.938650000e-05 -4.594118480e-02 2.585739670e-03
2.938700000e-05 -1.920395190e-02 -7.104604260e-03
2.938750000e-05 2.389951360e-02 -3.859182520e-03
2.938800000e-05 6.622041130e-02 1.061123660e-02
2.938850000e-05 1.013686270e-02 1.818803860e-02
2.938900000e-05 7.734941590e-03 1.555991780e-02
2.938950000e-05 -4.195098920e-02 5.812697210e-03
2.939000000e-05 -5.090401270e-02 -9.316610460e-03
2.939050000e-05 6.116668150e-03 -1.278558010e-02
2.939100000e-05 -2.815103420e-02 -1.269343190e-02
2.939150000e-05 2.444490720e-02 -9.316500830e-03
2.939200000e-05 3.220534870e-02 1.475796070e-03
2.939250000e-05 -2.240282500e-03 5.160273180e-03
2.939300000e-05 3.743481900e-03 4.085411100e-03
2.939350000e-05 -8.458449880e-03 2.328126050e-03
2.939400000e-05 -2.084225340e-02 -2.421094650e-03
2.939450000e-05 2.438094700e-03 -4.034318880e-03
2.939500000e-05 -2.299328050e-02 -5.824481330e-03
2.939550000e-05 2.370115360e-02 -3.590251980e-03
2.939600000e-05 2.980676130e-02 5.179983520e-03
2.939650000e-05 7.175067490e-03 8.826906530e-03
2.939700000e-05 -7.997463550e-03 6.033185330e-03
2.939750000e-05 5.026639690e-03 3.867328530e-03
2.939800000e-05 -4.449469700e-02 -3.369788230e-03
2.939850000e-05 6.788204300e-03 -7.587256270e-03
2.939900000e-05 -1.699605310e-02 -7.195343950e-03
2.939950000e-05 1.656255240e-02 -5.074070850e-03
2.940000000e-05 5.475375050e-03 -6.054103380e-04
2.940050000e-05 4.850881220e-03 1.040433450e-03
2.940100000e-05 2.884571600e-02 5.765153510e-03
2.940150000e-05 8.219740110e-03 9.335123570e-03
2.940200000e-05 -4.397822590e-03 7.202947040e-03
2.940250000e-05 -6.856907650e-02 -5.655501070e-03
2.940300000e-05 -3.923515540e-02 -1.918958570e-02
2.940350000e-05 -4.367515880e-02 -2.557176550e-02
2.940400000e-05 3.576248520e-02 -1.884248840e-02
2.940450000e-05 3.828837080e-02 -2.910897600e-03
2.940500000e-05 2.123224880e-02 6.250198390e-03
2.940550000e-05 2.498547960e-02 1.104383760e-02
2.940600000e-05 -2.566482460e-02 7.404819070e-03
2.940650000e-05 1.367520830e-02 3.834226390e-03
2.940700000e-05 -1.796079780e-02 1.869669920e-03
2.940750000e-05 -3.127416140e-02 -5.793889600e-03
2.940800000e-05 4.039488350e-02 -2.332102690e-03
2.940850000e-05 9.029604690e-03 5.152225840e-03
2.940900000e-05 -4.346437880e-02 -1.633803530e-03
2.940950000e-05 1.387710850e-02 -4.956965910e-03
2.941000000e-05 -3.546553420e-03 -2.154189640e-03
2.941050000e-05 1.100309720e-02 -3.315979870e-04
2.941100000e-05 4.521614040e-02 8.067657380e-03
2.941150000e-05 5.291338960e-02 1.985531040e-02
2.941200000e-05 -1.801178220e-02 1.866016000e-02
2.941250000e-05 -1.402800530e-02 8.755705500e-03
2.941300000e-05 -1.555210290e-02 1.959305060e-03
2.941350000e-05 -5.717684960e-03 -1.666535930e-03
2.941400000e-05 3.933355470e-02 3.816887500e-03
2.941450000e-05 1.203906640e-02 9.757307360e-03
2.941500000e-05 -1.337385500e-02 6.536568320e-03
2.941550000e-05 4.150737990e-03 3.487206040e-03
2.941600000e-05 -3.965006010e-02 -2.815350880e-03
2.941650000e-05 -5.689176320e-03 -8.088034460e-03
2.941700000e-05 1.866574240e-02 -3.565611190e-03
2.941750000e-05 2.264150040e-02 3.576268690e-03
2.941800000e-05 -2.121499420e-02 2.633454520e-03
2.941850000e-05 -4.602971780e-02 -7.757140490e-03
2.941900000e-05 -1.690655210e-02 -1.424437270e-02
2.941950000e-05 5.744401680e-02 -3.831485430e-03
2.942000000e-05 2.184441890e-02 8.275573000e-03
2.942050000e-05 -4.604942340e-02 1.921169210e-03
2.942100000e-05 -2.633973140e-02 -8.852935120e-03
2.942150000e-05 -2.570584740e-02 -1.378463080e-02
2.942200000e-05 1.052050270e-02 -1.176917700e-02
2.942250000e-05 -2.071169730e-02 -1.009101660e-02
2.942300000e-05 -2.968698530e-03 -1.046700500e-02
2.942350000e-05 5.983706510e-02 1.015180690e-03
2.942400000e-05 1.220432990e-02 1.056671510e-02
2.942450000e-05 4.305210430e-02 1.553000070e-02
2.942500000e-05 2.248790630e-02 2.013846330e-02
2.942550000e-05 1.884404040e-02 2.008563290e-02
2.942600000e-05 4.369216230e-02 2.329958420e-02
2.942650000e-05 3.954963210e-03 2.304834710e-02
2.942700000e-05 4.152932380e-02 2.312575240e-02
2.942750000e-05 3.575169980e-02 2.742362130e-02
2.942800000e-05 -2.730071310e-02 2.028204970e-02
2.942850000e-05 1.613098400e-02 1.317488150e-02
2.942900000e-05 7.879259020e-03 1.274391220e-02
2.942950000e-05 6.054123200e-02 1.924195810e-02
2.943000000e-05 3.585114250e-02 2.739430570e-02
2.943050000e-05 6.977524480e-03 2.557899080e-02
2.943100000e-05 -5.135541220e-02 1.168642410e-02
2.943150000e-05 2.673216880e-02 5.624441950e-03
2.943200000e-05 -3.072307850e-02 3.331489070e-03
2.943250000e-05 -4.769188100e-04 -1.561859720e-03
2.943300000e-05 4.493636280e-03 -2.603837750e-04
2.943350000e-05 -3.280988320e-02 -4.321961270e-03
2.943400000e-05 1.822353910e-02 -4.745809950e-03
2.943450000e-05 3.122709650e-02 3.721337100e-03
2.943500000e-05 2.145801430e-05 6.776756810e-03
2.943550000e-05 -3.845406100e-02 -1.051549680e-03
2.943600000e-05 -1.506987940e-02 -8.368278470e-03
2.943650000e-05 7.167916260e-03 -7.044799230e-03
2.943700000e-05 1.135269870e-02 -2.399024530e-03
2.943750000e-05 3.012971630e-02 4.337540650e-03
2.943800000e-05 -8.688795680e-03 5.898093060e-03
2.943850000e-05 -5.018292880e-02 -4.453732090e-03
2.943900000e-05 1.616866270e-03 -9.764033560e-03
2.943950000e-05 -1.378983460e-02 -8.882944450e-03
2.944000000e-05 -1.872783180e-02 -1.108073850e-02
2.944050000e-05 3.747485750e-02 -4.907738920e-03
2.944100000e-05 -6.243366470e-03 6.399652370e-04
2.944150000e-05 3.087321210e-02 4.273670800e-03
2.944200000e-05 3.561385110e-02 1.263858260e-02
2.944250000e-05 -1.313366320e-02 1.199503570e-02
2.944300000e-05 4.364653020e-03 7.518443500e-03
2.944350000e-05 3.524497190e-02 1.122621540e-02
2.944400000e-05 3.063337140e-03 1.316711410e-02
2.944450000e-05 -4.481750180e-02 2.954481800e-03
2.944500000e-05 -4.239641850e-02 -1.050362180e-02
2.944550000e-05 3.297119760e-03 -1.295870010e-02
2.944600000e-05 5.235693020e-03 -8.134308160e-03
2.944650000e-05 -4.738501810e-02 -1.216981530e-02
2.944700000e-05 1.993979890e-02 -1.201185020e-02
2.944750000e-05 2.239743900e-02 -2.358996440e-03
2.944800000e-05 3.869742740e-02 7.326258880e-03
2.944850000e-05 -4.660474490e-03 9.904802150e-03
2.944900000e-05 -1.061572200e-02 4.918372560e-03
2.944950000e-05 2.959086760e-02 6.464291570e-03
2.945000000e-05 -6.834992210e-03 7.474852550e-03
2.945050000e-05 8.430807890e-03 5.471091070e-03
2.945100000e-05 1.523033920e-02 7.132812230e-03
2.945150000e-05 8.215643840e-03 8.242252410e-03
2.945200000e-05 -2.475177380e-02 3.236432230e-03
2.945250000e-05 -7.402868450e-03 -2.093831990e-03
2.945300000e-05 -1.951863080e-02 -5.253028380e-03
2.945350000e-05 -2.460823230e-02 -9.843657080e-03
2.945400000e-05 -2.196646780e-02 -1.338906060e-02
2.945450000e-05 2.393177470e-02 -8.710780410e-03
2.945500000e-05 3.071915550e-02 1.796678710e-03
2.945550000e-05 -2.210737060e-02 2.223610000e-03
2.945600000e-05 -5.402761120e-02 -9.488080760e-03
2.945650000e-05 -3.301607460e-02 -1.908263010e-02
2.945700000e-05 7.287251340e-02 -7.256844020e-03
2.945750000e-05 -7.079562620e-03 3.554892330e-03
2.945800000e-05 3.903234860e-02 7.310318960e-03
2.945850000e-05 1.379236330e-02 1.245215770e-02
2.945900000e-05 -3.072412380e-02 6.050201500e-03
2.945950000e-05 5.326455530e-03 8.545328760e-04
2.946000000e-05 3.214530650e-02 6.036505200e-03
2.946050000e-05 2.494844360e-02 1.233288580e-02
2.946100000e-05 2.506866160e-02 1.589897800e-02
2.946150000e-05 3.787337680e-02 2.041684170e-02
2.946200000e-05 -1.915381470e-02 1.687330060e-02
2.946250000e-05 2.180424510e-02 1.281416900e-02
2.946300000e-05 7.759781970e-03 1.335383950e-02
2.946350000e-05 -5.600714460e-03 9.836031240e-03
2.946400000e-05 -4.236424740e-03 5.700181790e-03
2.946450000e-05 4.644691990e-03 4.224404550e-03
2.946500000e-05 1.393703630e-02 5.736375420e-03
2.946550000e-05 -2.524078380e-02 2.175638260e-03
2.946600000e-05 -4.874564020e-02 -9.215952940e-03
2.946650000e-05 -4.890350410e-02 -2.055510630e-02
2.946700000e-05 6.209665980e-02 -1.203907790e-02
2.946750000e-05 -7.241247870e-02 -1.107325770e-02
2.946800000e-05 3.103941020e-02 -1.303387640e-02
2.946850000e-05 1.406552540e-02 -2.979147300e-03
2.946900000e-05 -3.525687070e-02 -5.483388400e-03
2.946950000e-05 1.643730040e-02 -6.205719840e-03
2.947000000e-05 -2.770275950e-03 -2.624892580e-03
2.947050000e-05 -2.640823770e-02 -6.196367100e-03
2.947100000e-05 3.107435130e-02 -3.315803700e-03
2.947150000e-05 -1.874732590e-02 -9.766886170e-04
2.947200000e-05 -2.325659980e-02 -6.724692440e-03
2.947250000e-05 2.036181510e-03 -7.652433650e-03
2.947300000e-05 -2.867042720e-02 -9.528447700e-03
2.947350000e-05 -2.041522250e-03 -1.105642550e-02
