# Ten-channel resonant ladder, W/L = 1000, L = 1 um, VDD = 5 V
# SMALL-SIGNAL run: drive 0.03 V RMS, chosen to keep the cross-coupled pairs
# linear.  At 1 V RMS the pairs intermodulate and, because the channel ladder
# is arithmetic, every sum of two channels lands on another channel.
# Excitation: white noise, new value every 0.5 ns (flat well past 200 MHz)
# Uniform sampling 500 ps (ngspice 'linearize'), 190 us total
# vin  = v(n05) - v(actm)   vout = v(actp) - v(actm)
#
# time[s]            vin[V]               vout[V]
1.196025000e-04 -2.336562260e-02 5.272662160e-03
1.196030000e-04 2.927158830e-02 4.885264630e-03
1.196035000e-04 -1.458816260e-02 5.159053110e-03
1.196040000e-04 -2.561925640e-02 -2.218702880e-03
1.196045000e-04 3.863994150e-02 7.336399480e-04
1.196050000e-04 2.421600100e-02 9.416427910e-03
1.196055000e-04 -6.834849660e-02 -1.199363620e-04
1.196060000e-04 -3.295985910e-02 -1.418079790e-02
1.196065000e-04 -9.117565680e-02 -2.814909320e-02
1.196070000e-04 -4.110295900e-02 -3.855452880e-02
1.196075000e-04 -2.229895700e-02 -3.641119150e-02
1.196080000e-04 -5.640061070e-03 -2.985506890e-02
1.196085000e-04 -6.216768320e-02 -3.140437010e-02
1.196090000e-04 4.174013380e-02 -2.457161060e-02
1.196095000e-04 -1.537678850e-02 -1.411063020e-02
1.196100000e-04 5.936252860e-03 -1.114479790e-02
1.196105000e-04 -1.056876310e-02 -8.577945900e-03
1.196110000e-04 2.444395450e-02 -3.722820790e-03
1.196115000e-04 -3.342618970e-02 -4.211276690e-03
1.196120000e-04 -4.629258630e-02 -1.444454650e-02
1.196125000e-04 -5.576824390e-02 -2.503315800e-02
1.196130000e-04 1.108642290e-02 -2.404256970e-02
1.196135000e-04 -4.148671150e-02 -2.223372700e-02
1.196140000e-04 -1.311937290e-02 -2.381107530e-02
1.196145000e-04 -2.113056900e-02 -2.226334530e-02
1.196150000e-04 3.407592530e-03 -1.849023310e-02
1.196155000e-04 1.640534660e-02 -1.041847230e-02
1.196160000e-04 4.301375560e-03 -4.581262940e-03
1.196165000e-04 8.835887010e-03 -1.276317590e-03
1.196170000e-04 4.709772020e-02 7.483900410e-03
1.196175000e-04 -8.411836280e-02 -7.247898680e-04
1.196180000e-04 2.848359320e-02 -7.596800700e-03
1.196185000e-04 3.606111010e-02 3.875029220e-03
1.196190000e-04 2.105999800e-02 1.079325890e-02
1.196195000e-04 3.575392300e-02 1.583980050e-02
1.196200000e-04 6.039222950e-02 2.509062440e-02
1.196205000e-04 3.134526960e-02 3.071088820e-02
1.196210000e-04 4.285731840e-02 3.253339450e-02
1.196215000e-04 -9.423069620e-03 2.761983830e-02
1.196220000e-04 2.441336600e-02 2.218008440e-02
1.196225000e-04 2.160236770e-02 2.253008190e-02
1.196230000e-04 -5.337475910e-02 1.125626760e-02
1.196235000e-04 -2.368742230e-02 -2.507153820e-03
1.196240000e-04 -1.923418990e-02 -7.641793950e-03
1.196245000e-04 -2.411369640e-02 -1.146384530e-02
1.196250000e-04 -5.361447820e-02 -1.931467070e-02
1.196255000e-04 -1.153047160e-02 -2.268115380e-02
1.196260000e-04 -2.716970300e-02 -2.179796490e-02
1.196265000e-04 -5.919885920e-02 -2.816059980e-02
1.196270000e-04 -7.502825360e-04 -2.834000500e-02
1.196275000e-04 -1.897256830e-02 -2.333529970e-02
1.196280000e-04 -8.059319520e-03 -2.062566280e-02
1.196285000e-04 1.853414730e-03 -1.574684760e-02
1.196290000e-04 -2.884401200e-02 -1.553454730e-02
1.196295000e-04 -1.230952330e-02 -1.701529790e-02
1.196300000e-04 -1.439694360e-02 -1.610529740e-02
1.196305000e-04 1.761195430e-02 -1.090079380e-02
1.196310000e-04 9.370285360e-03 -4.037999220e-03
1.196315000e-04 -5.476157160e-02 -9.806767000e-03
1.196320000e-04 -4.827920690e-02 -2.164300340e-02
1.196325000e-04 8.703355360e-02 -8.911409540e-03
1.196330000e-04 -1.213072600e-02 3.648847610e-03
1.196335000e-04 -1.218579150e-02 -8.489077140e-04
1.196340000e-04 7.693071370e-03 -1.090583150e-03
1.196345000e-04 1.022073070e-03 4.333046940e-04
1.196350000e-04 5.630307710e-02 8.934899550e-03
1.196355000e-04 -2.789835880e-02 9.944194340e-03
1.196360000e-04 -3.299698140e-02 -1.516752800e-03
1.196365000e-04 8.512605230e-03 -4.126668380e-03
1.196370000e-04 -1.064616820e-02 -3.278031180e-03
1.196375000e-04 -3.508728020e-02 -8.947882260e-03
1.196380000e-04 2.176115850e-02 -7.854746880e-03
1.196385000e-04 -4.409748570e-02 -9.317353710e-03
1.196390000e-04 -6.778960320e-03 -1.370483390e-02
1.196395000e-04 3.655094160e-02 -5.331925840e-03
1.196400000e-04 -2.251820470e-02 -2.308147760e-03
1.196405000e-04 -5.489038210e-03 -5.597422540e-03
1.196410000e-04 -2.866877970e-03 -5.215907260e-03
1.196415000e-04 -5.816711990e-03 -4.995922770e-03
1.196420000e-04 2.026971610e-02 -1.307436780e-03
1.196425000e-04 -4.022547880e-02 -4.192645120e-03
1.196430000e-04 -1.748640230e-02 -1.106270770e-02
1.196435000e-04 -1.668802980e-02 -1.278724550e-02
1.196440000e-04 3.037392840e-02 -6.889855290e-03
1.196445000e-04 9.019793890e-03 4.453234830e-04
1.196450000e-04 -4.521722320e-02 -5.292313670e-03
1.196455000e-04 5.424886000e-03 -9.144121050e-03
1.196460000e-04 -9.149961160e-03 -7.191553080e-03
1.196465000e-04 -4.288287750e-02 -1.275903440e-02
1.196470000e-04 -7.749453970e-03 -1.597598140e-02
1.196475000e-04 9.751261050e-03 -1.086495500e-02
1.196480000e-04 -5.920399750e-02 -1.518637550e-02
1.196485000e-04 1.972040280e-02 -1.585287200e-02
1.196490000e-04 1.027216340e-02 -7.066314150e-03
1.196495000e-04 2.131664720e-02 -4.788706840e-04
1.196500000e-04 6.568449420e-03 3.439323680e-03
1.196505000e-04 -2.180816400e-02 -7.301322000e-05
1.196510000e-04 4.324624460e-02 3.308916750e-03
1.196515000e-04 6.155973910e-04 8.169443870e-03
1.196520000e-04 1.962917830e-02 8.777431230e-03
1.196525000e-04 2.929720830e-02 1.328061600e-02
1.196530000e-04 -1.729709580e-02 1.088010230e-02
1.196535000e-04 1.035007810e-04 5.526630820e-03
1.196540000e-04 -2.222476200e-02 7.549507170e-04
1.196545000e-04 3.407597160e-03 -1.825291280e-03
1.196550000e-04 -2.029119590e-02 -3.775999430e-03
1.196555000e-04 1.361008210e-02 -3.322138010e-03
1.196560000e-04 -3.721751400e-02 -6.033489250e-03
1.196565000e-04 1.307960240e-02 -7.385255320e-03
1.196570000e-04 -1.714963090e-02 -6.140439830e-03
1.196575000e-04 -4.284218240e-02 -1.319661050e-02
1.196580000e-04 -4.356569360e-02 -2.183342810e-02
1.196585000e-04 -1.156321780e-02 -2.330083860e-02
1.196590000e-04 -7.147285840e-03 -1.931379930e-02
1.196595000e-04 -2.337955710e-03 -1.510848430e-02
1.196600000e-04 -1.217469580e-03 -1.125446450e-02
1.196605000e-04 4.966347410e-03 -7.405914790e-03
1.196610000e-04 -4.414318320e-02 -1.116710970e-02
1.196615000e-04 2.222916440e-02 -1.060771330e-02
1.196620000e-04 -4.729343970e-02 -1.165841180e-02
1.196625000e-04 3.237523470e-02 -9.941199150e-03
1.196630000e-04 3.516760470e-02 2.474576120e-03
1.196635000e-04 4.286702150e-04 6.487166400e-03
1.196640000e-04 3.633884220e-02 9.993075510e-03
1.196645000e-04 3.539179080e-02 1.721007640e-02
1.196650000e-04 2.692728630e-03 1.736996330e-02
1.196655000e-04 -2.693405900e-02 8.666384220e-03
1.196660000e-04 5.346951790e-03 3.342477350e-03
1.196665000e-04 2.187376520e-02 6.455288350e-03
1.196670000e-04 -5.182329640e-03 6.918860190e-03
1.196675000e-04 5.190230930e-02 1.215069510e-02
1.196680000e-04 6.221056960e-02 2.518305690e-02
1.196685000e-04 3.923754600e-02 3.242050880e-02
1.196690000e-04 6.607303570e-03 2.956634140e-02
1.196695000e-04 3.928675710e-02 2.796351910e-02
1.196700000e-04 -3.182550370e-02 2.055268790e-02
1.196705000e-04 2.550704580e-02 1.421943530e-02
1.196710000e-04 4.031261150e-03 1.428681960e-02
1.196715000e-04 -2.255282570e-02 7.447743570e-03
1.196720000e-04 -3.795913740e-02 -3.346666420e-03
1.196725000e-04 2.693317410e-04 -7.451045390e-03
1.196730000e-04 -1.916691140e-02 -8.193798770e-03
1.196735000e-04 -2.938293060e-02 -1.296920590e-02
1.196740000e-04 -1.180938990e-02 -1.521560210e-02
1.196745000e-04 -1.288305040e-02 -1.464691190e-02
1.196750000e-04 1.726625170e-03 -1.220015900e-02
1.196755000e-04 -3.100327470e-02 -1.332129540e-02
1.196760000e-04 -4.164905910e-04 -1.386833070e-02
1.196765000e-04 3.045111660e-02 -5.384138360e-03
1.196770000e-04 -4.111504530e-02 -5.760676440e-03
1.196775000e-04 -6.188253830e-03 -1.040596610e-02
1.196780000e-04 1.531209360e-02 -5.781677700e-03
1.196785000e-04 -3.380930610e-02 -6.970763410e-03
1.196790000e-04 -5.861012410e-03 -1.035845560e-02
1.196795000e-04 3.035841530e-02 -3.679151430e-03
1.196800000e-04 -1.120293410e-02 -2.889906660e-04
1.196805000e-04 2.670277150e-02 2.108827780e-03
1.196810000e-04 6.403916900e-03 5.897681320e-03
1.196815000e-04 -1.016818480e-02 3.429168130e-03
1.196820000e-04 -4.155289790e-02 -5.208379420e-03
1.196825000e-04 4.258033820e-02 -2.909504160e-03
1.196830000e-04 -7.358890740e-02 -7.202798860e-03
1.196835000e-04 -4.747657140e-03 -1.558313310e-02
1.196840000e-04 -8.746394860e-03 -1.283981730e-02
1.196845000e-04 2.689088350e-02 -6.105051480e-03
1.196850000e-04 -3.706441700e-03 -1.111233310e-03
1.196855000e-04 5.905449020e-02 7.639070360e-03
1.196860000e-04 2.954852950e-02 1.786911610e-02
1.196865000e-04 6.962194310e-03 1.773953330e-02
1.196870000e-04 -3.883635550e-02 7.675611700e-03
1.196875000e-04 1.735426940e-02 2.714579110e-03
1.196880000e-04 -2.662111780e-02 1.666447360e-04
1.196885000e-04 1.707452440e-02 -1.059202920e-03
1.196890000e-04 3.619983260e-02 6.860785330e-03
1.196895000e-04 -1.012563800e-02 8.193130170e-03
1.196900000e-04 -6.471052160e-04 4.293045910e-03
1.196905000e-04 -2.893326860e-02 -1.443953690e-03
1.196910000e-04 -5.865685820e-02 -1.380035840e-02
1.196915000e-04 2.339668300e-02 -1.431118440e-02
1.196920000e-04 3.451281990e-02 -1.866485660e-03
1.196925000e-04 2.144903440e-02 6.601661000e-03
1.196930000e-04 -2.352011880e-02 4.177694420e-03
1.196935000e-04 -2.547174370e-02 -3.955892150e-03
1.196940000e-04 6.678327590e-02 3.755498930e-03
1.196945000e-04 -4.210187600e-02 5.414118340e-03
1.196950000e-04 -4.795936460e-02 -8.996021680e-03
1.196955000e-04 1.802574450e-02 -1.019132610e-02
1.196960000e-04 5.690819180e-03 -3.936956170e-03
1.196965000e-04 3.804926380e-02 3.720685890e-03
1.196970000e-04 -4.773747460e-02 7.286858900e-04
1.196975000e-04 9.598093460e-03 -4.367779190e-03
1.196980000e-04 6.268639960e-02 7.625129200e-03
1.196985000e-04 1.906626130e-02 1.679375970e-02
1.196990000e-04 -6.533512600e-02 4.784432950e-03
1.196995000e-04 1.960178180e-02 -2.532332380e-03
1.197000000e-04 -3.072711950e-02 -3.875464750e-03
1.197005000e-04 3.121136530e-02 -2.325423290e-03
1.197010000e-04 -1.003940990e-02 1.005926620e-03
1.197015000e-04 4.865182370e-02 6.613337470e-03
1.197020000e-04 -4.265437310e-02 4.938158900e-03
1.197025000e-04 5.066503930e-02 5.426610050e-03
1.197030000e-04 -3.833690620e-02 5.088067750e-03
1.197035000e-04 -9.359413330e-03 -2.947219510e-03
1.197040000e-04 -3.848682010e-02 -9.155315270e-03
1.197045000e-04 -5.692824630e-02 -2.032634410e-02
1.197050000e-04 -1.611265110e-02 -2.469360450e-02
1.197055000e-04 1.459109770e-02 -1.768870290e-02
1.197060000e-04 -2.664200290e-03 -1.105673490e-02
1.197065000e-04 2.165981760e-02 -4.996429600e-03
1.197070000e-04 1.324432370e-02 1.412821260e-03
1.197075000e-04 -3.212262880e-02 -1.937657840e-03
1.197080000e-04 1.173611220e-04 -5.597480260e-03
1.197085000e-04 1.917517040e-03 -3.586576780e-03
1.197090000e-04 2.994911720e-03 -1.773108530e-03
1.197095000e-04 -2.439474340e-02 -4.485797040e-03
1.197100000e-04 -1.835209420e-02 -9.285924260e-03
1.197105000e-04 4.105505520e-02 -3.013579990e-03
1.197110000e-04 5.835472950e-02 1.201284070e-02
1.197115000e-04 6.010145270e-02 2.533217330e-02
1.197120000e-04 1.580892550e-02 2.847187720e-02
1.197125000e-04 -1.538864040e-02 2.004212390e-02
1.197130000e-04 1.731040440e-02 1.477224270e-02
1.197135000e-04 -4.486552050e-02 6.192974640e-03
1.197140000e-04 -2.989963660e-03 -2.027442350e-03
1.197145000e-04 3.240684960e-02 3.120043680e-03
1.197150000e-04 -1.578532660e-02 4.398273490e-03
1.197155000e-04 1.906269790e-02 4.018279550e-03
1.197160000e-04 1.628072620e-02 7.959694690e-03
1.197165000e-04 -1.669978000e-02 5.395311130e-03
1.197170000e-04 1.205961380e-02 3.343002860e-03
1.197175000e-04 2.248592120e-02 7.289578620e-03
1.197180000e-04 1.702842850e-02 1.068920060e-02
1.197185000e-04 -1.400603580e-02 7.759154750e-03
1.197190000e-04 -2.166052800e-02 3.633257630e-04
1.197195000e-04 -4.494874970e-02 -9.383409590e-03
1.197200000e-04 2.771173880e-03 -1.229476340e-02
1.197205000e-04 1.235990940e-02 -6.432847770e-03
1.197210000e-04 6.847957480e-03 -1.765422790e-03
1.197215000e-04 5.525285640e-03 5.989293460e-04
1.197220000e-04 -4.036710330e-03 6.191905980e-04
1.197225000e-04 1.261779710e-02 1.759468210e-03
1.197230000e-04 -1.405537530e-02 7.735221250e-04
1.197235000e-04 4.982792850e-03 -7.301567020e-04
1.197240000e-04 -2.706041440e-02 -4.041609430e-03
1.197245000e-04 2.468386880e-02 -2.975017800e-03
1.197250000e-04 2.877920840e-02 5.432779050e-03
1.197255000e-04 3.389788130e-03 8.242891730e-03
1.197260000e-04 9.969503230e-04 6.517610980e-03
1.197265000e-04 1.107695440e-02 6.522262450e-03
1.197270000e-04 3.018786780e-02 1.078408280e-02
1.197275000e-04 5.009339140e-02 1.941410070e-02
1.197280000e-04 4.459158480e-02 2.744914270e-02
1.197285000e-04 -1.036315350e-02 2.414959290e-02
1.197290000e-04 -3.117908870e-02 1.124236320e-02
1.197295000e-04 3.231601040e-03 4.331283050e-03
1.197300000e-04 5.896363820e-05 3.573719230e-03
1.197305000e-04 -1.670415870e-02 9.652370390e-05
1.197310000e-04 -5.321355000e-02 -1.011223690e-02
1.197315000e-04 2.413886080e-02 -1.072616190e-02
1.197320000e-04 1.213754740e-02 -2.540719160e-03
1.197325000e-04 -5.926518230e-02 -9.010222260e-03
1.197330000e-04 1.643434860e-03 -1.429211250e-02
1.197335000e-04 3.077439640e-02 -5.473855340e-03
1.197340000e-04 -1.934650540e-02 -2.782819180e-03
1.197345000e-04 5.241411430e-03 -4.012954120e-03
1.197350000e-04 -1.347220050e-02 -4.377415160e-03
1.197355000e-04 4.799867280e-02 2.057809610e-03
1.197360000e-04 -1.294562120e-02 5.905821010e-03
1.197365000e-04 2.261262220e-02 5.805768630e-03
1.197370000e-04 2.636084050e-02 1.120431240e-02
1.197375000e-04 -9.457961870e-04 1.157043520e-02
1.197380000e-04 1.260048040e-02 1.019509420e-02
1.197385000e-04 2.469562990e-02 1.286423070e-02
1.197390000e-04 2.575789730e-02 1.652535820e-02
1.197395000e-04 -6.552432950e-03 1.437633270e-02
1.197400000e-04 -2.733282840e-02 5.250595150e-03
1.197405000e-04 -1.334997610e-02 -2.072449510e-03
1.197410000e-04 2.458134700e-02 2.240288730e-04
1.197415000e-04 -2.468699620e-02 -3.702981440e-04
1.197420000e-04 -6.581374530e-03 -4.683814270e-03
1.197425000e-04 -4.745233160e-02 -1.132565300e-02
1.197430000e-04 2.345235370e-02 -1.088008830e-02
1.197435000e-04 1.193891790e-02 -2.586594520e-03
1.197440000e-04 1.618054450e-02 2.479888120e-03
1.197445000e-04 2.949291480e-02 8.667015010e-03
1.197450000e-04 7.385248680e-03 1.151807190e-02
1.197455000e-04 -6.752119150e-04 9.252936740e-03
1.197460000e-04 1.944412470e-02 9.432209770e-03
1.197465000e-04 6.180724710e-02 1.851732740e-02
1.197470000e-04 -6.425190470e-02 1.174718670e-02
1.197475000e-04 -3.384916650e-02 -5.588054320e-03
1.197480000e-04 -2.007999720e-02 -1.176520550e-02
1.197485000e-04 -6.271414000e-03 -1.220672510e-02
1.197490000e-04 3.703811330e-02 -4.086989690e-03
1.197495000e-04 -8.040252640e-03 8.424934300e-04
1.197500000e-04 1.626484360e-02 1.919505740e-03
1.197505000e-04 1.652373620e-03 3.791413770e-03
1.197510000e-04 5.478968750e-02 1.106636840e-02
1.197515000e-04 4.563122320e-02 2.208477310e-02
1.197520000e-04 3.314323070e-02 2.684563320e-02
1.197525000e-04 3.606192590e-02 2.899141810e-02
1.197530000e-04 -1.461378680e-02 2.337477590e-02
1.197535000e-04 -3.805237300e-03 1.417312760e-02
1.197540000e-04 2.214708110e-02 1.299913600e-02
1.197545000e-04 4.079308060e-02 1.851055910e-02
1.197550000e-04 2.689022330e-03 1.927188500e-02
1.197555000e-04 -3.341741760e-02 9.264767850e-03
1.197560000e-04 -3.213310160e-03 1.730719560e-03
1.197565000e-04 -1.273023570e-02 -1.028628470e-03
1.197570000e-04 2.422173050e-02 1.199320710e-03
1.197575000e-04 -7.714614790e-03 3.022775570e-03
1.197580000e-04 9.056591330e-02 1.468353700e-02
1.197585000e-04 -3.003497480e-02 1.818531910e-02
1.197590000e-04 -1.098170320e-02 7.289414080e-03
1.197595000e-04 -3.246315140e-02 -1.147909730e-03
1.197600000e-04 8.555492180e-03 -3.944991100e-03
1.197605000e-04 4.963473710e-02 5.755183210e-03
1.197610000e-04 -1.851357950e-02 8.017361430e-03
1.197615000e-04 1.804638970e-02 5.892106890e-03
1.197620000e-04 -1.325804270e-02 4.594601410e-03
1.197625000e-04 3.973520230e-02 7.388153880e-03
1.197630000e-04 -2.019618530e-02 7.598776420e-03
1.197635000e-04 5.100989720e-02 1.025430610e-02
1.197640000e-04 4.467128460e-02 2.089667100e-02
1.197645000e-04 -1.306246470e-02 1.899777930e-02
1.197650000e-04 1.774344010e-02 1.445983350e-02
1.197655000e-04 -2.227788620e-03 1.240970540e-02
1.197660000e-04 4.099647890e-03 9.200188100e-03
1.197665000e-04 -4.565489200e-04 7.095384790e-03
1.197670000e-04 2.036225430e-02 8.112318290e-03
1.197675000e-04 -5.177439930e-03 7.862646840e-03
1.197680000e-04 -6.406587510e-02 -4.560789390e-03
1.197685000e-04 -8.027687880e-03 -1.297627370e-02
1.197690000e-04 -1.905835740e-02 -1.306429420e-02
1.197695000e-04 -5.287515870e-03 -1.257463770e-02
1.197700000e-04 -4.869957450e-02 -1.692731650e-02
1.197705000e-04 2.144586070e-02 -1.548937150e-02
1.197710000e-04 1.912155020e-03 -7.973332300e-03
1.197715000e-04 3.789326620e-02 6.924044420e-05
1.197720000e-04 3.945746510e-02 1.087377800e-02
1.197725000e-04 8.200248310e-03 1.411330170e-02
1.197730000e-04 9.843143250e-03 1.248770150e-02
1.197735000e-04 -1.287902310e-02 8.225873160e-03
1.197740000e-04 1.408554060e-02 6.243087050e-03
1.197745000e-04 -1.476301150e-02 4.255134890e-03
1.197750000e-04 8.467414300e-03 2.486296310e-03
1.197755000e-04 -1.040490670e-02 1.535388940e-03
1.197760000e-04 1.343595440e-02 1.829853120e-03
1.197765000e-04 -4.440911180e-02 -3.473396440e-03
1.197770000e-04 1.590845100e-02 -6.131392870e-03
1.197775000e-04 -1.023521900e-02 -3.859033410e-03
1.197780000e-04 -3.162561790e-02 -9.018504460e-03
1.197785000e-04 8.323035420e-03 -9.608744160e-03
1.197790000e-04 4.008284530e-02 1.787997210e-04
1.197795000e-04 -4.409191550e-03 4.867684750e-03
1.197800000e-04 1.395315180e-02 5.029458470e-03
1.197805000e-04 9.796156580e-03 7.061731600e-03
1.197810000e-04 2.713862280e-02 1.056442660e-02
1.197815000e-04 -1.358969000e-02 9.278249070e-03
1.197820000e-04 3.625724350e-02 1.027862660e-02
1.197825000e-04 2.658517480e-03 1.261430280e-02
1.197830000e-04 -1.146076480e-02 7.574835260e-03
1.197835000e-04 -1.327630740e-02 1.753778670e-03
1.197840000e-04 -3.432312920e-04 -7.215162330e-04
1.197845000e-04 1.107013470e-02 1.007862850e-03
1.197850000e-04 -3.377325000e-02 -2.873213260e-03
1.197855000e-04 -5.578747150e-02 -1.496659880e-02
1.197860000e-04 1.510104830e-02 -1.594839620e-02
1.197865000e-04 -3.242736400e-02 -1.411962900e-02
1.197870000e-04 -2.701505980e-02 -1.840199470e-02
1.197875000e-04 5.990510120e-02 -7.758992870e-03
1.197880000e-04 1.261826460e-02 4.516702400e-03
1.197885000e-04 -1.168264600e-01 -1.252985330e-02
1.197890000e-04 2.647506140e-02 -2.081037280e-02
1.197895000e-04 5.663808740e-02 -2.811573040e-03
1.197900000e-04 6.060910190e-02 1.474068800e-02
1.197905000e-04 6.358278820e-02 2.825738810e-02
1.197910000e-04 4.388035240e-03 2.947913390e-02
1.197915000e-04 1.251529750e-02 2.352679660e-02
1.197920000e-04 2.444493900e-02 2.215904490e-02
1.197925000e-04 2.437879150e-02 2.277524730e-02
1.197930000e-04 -1.109550910e-02 1.788773150e-02
1.197935000e-04 -5.351965080e-02 3.204561900e-03
1.197940000e-04 -6.447065770e-02 -1.467896130e-02
1.197945000e-04 1.882902360e-02 -1.651253470e-02
1.197950000e-04 -2.083210830e-02 -1.245949330e-02
1.197955000e-04 -1.296291540e-02 -1.373906820e-02
1.197960000e-04 7.048959760e-02 -1.093148890e-03
1.197965000e-04 1.838359290e-02 1.148166000e-02
1.197970000e-04 -5.949047630e-03 9.787520330e-03
1.197975000e-04 -2.516367570e-02 2.440081550e-03
1.197980000e-04 5.779548460e-02 7.102005710e-03
1.197985000e-04 -7.191554460e-03 1.191669620e-02
1.197990000e-04 1.665121890e-02 1.010867540e-02
1.197995000e-04 2.023299420e-03 9.832680310e-03
1.198000000e-04 8.971391570e-03 8.637233310e-03
1.198005000e-04 1.644835140e-02 9.790161400e-03
1.198010000e-04 2.787603380e-02 1.328541050e-02
1.198015000e-04 -2.712471770e-02 9.062417930e-03
1.198020000e-04 2.664513350e-03 3.102367340e-03
1.198025000e-04 1.789947970e-02 5.243467390e-03
1.198030000e-04 -2.294581260e-02 2.837473880e-03
1.198035000e-04 6.775827780e-03 1.387092580e-04
1.198040000e-04 7.602425260e-02 1.269204680e-02
1.198045000e-04 -2.081689170e-03 1.934379630e-02
1.198050000e-04 5.956289880e-02 2.268689200e-02
1.198055000e-04 -1.864004690e-02 2.159143930e-02
1.198060000e-04 -9.370954500e-03 1.150225020e-02
1.198065000e-04 1.765342240e-02 9.459686450e-03
1.198070000e-04 4.017234480e-02 1.496305580e-02
1.198075000e-04 1.668946120e-02 1.839947500e-02
1.198080000e-04 1.426299330e-02 1.732192490e-02
1.198085000e-04 -2.503830210e-02 1.041764840e-02
1.198090000e-04 1.273369400e-02 5.924321900e-03
1.198095000e-04 -4.655155630e-03 5.282809040e-03
1.198100000e-04 -9.483576180e-02 -1.099744650e-02
1.198105000e-04 -1.017538130e-02 -2.215446500e-02
1.198110000e-04 -7.285389280e-03 -1.822739690e-02
1.198115000e-04 1.315969770e-02 -1.202774370e-02
1.198120000e-04 -2.310910390e-02 -1.033874020e-02
1.198125000e-04 3.201602840e-03 -1.014796940e-02
1.198130000e-04 2.341142570e-02 -3.448867120e-03
1.198135000e-04 -2.658553510e-02 -3.400097860e-03
1.198140000e-04 2.540103920e-02 -2.280164350e-03
1.198145000e-04 -3.916604860e-02 -4.039027230e-03
1.198150000e-04 -1.601923080e-03 -8.332577870e-03
1.198155000e-04 -5.716402450e-02 -1.457589660e-02
1.198160000e-04 -8.195962750e-03 -1.918682900e-02
1.198165000e-04 1.637478150e-02 -1.220953780e-02
1.198170000e-04 -2.149855080e-02 -9.658540720e-03
1.198175000e-04 -2.414220860e-03 -1.014310750e-02
1.198180000e-04 1.114655550e-02 -5.939997490e-03
1.198185000e-04 2.719009790e-02 1.259031570e-03
1.198190000e-04 -2.098713760e-02 1.369865510e-03
1.198195000e-04 -3.019597590e-02 -6.454807340e-03
1.198200000e-04 6.008961290e-02 2.783336130e-04
1.198205000e-04 6.530083970e-02 1.811019080e-02
1.198210000e-04 4.399481930e-03 2.243104190e-02
1.198215000e-04 -1.720738330e-02 1.403631440e-02
1.198220000e-04 5.730457950e-03 8.537460960e-03
1.198225000e-04 1.403723550e-02 8.919115700e-03
1.198230000e-04 -4.496519830e-03 7.524242850e-03
1.198235000e-04 9.157735900e-03 6.072215850e-03
1.198240000e-04 4.648638250e-02 1.246060870e-02
1.198245000e-04 -5.487384660e-02 6.952453680e-03
1.198250000e-04 4.644947560e-02 4.484851480e-03
1.198255000e-04 4.036763970e-02 1.553563820e-02
1.198260000e-04 5.805586960e-02 2.526720510e-02
1.198265000e-04 -4.410338400e-02 1.933488420e-02
1.198270000e-04 5.224781140e-02 1.565392910e-02
1.198275000e-04 -9.330622810e-03 1.689511800e-02
1.198280000e-04 -3.822758880e-02 5.154418090e-03
1.198285000e-04 1.933207950e-02 1.528343160e-03
1.198290000e-04 2.334360590e-02 7.354247720e-03
1.198295000e-04 -1.779070420e-02 5.912859510e-03
1.198300000e-04 -4.063025460e-02 -4.122633830e-03
1.198305000e-04 2.548725940e-02 -4.539287410e-03
1.198310000e-04 3.404489990e-02 5.316447110e-03
1.198315000e-04 -1.074003610e-03 8.162300330e-03
1.198320000e-04 -4.633748190e-02 -1.427455540e-03
1.198325000e-04 1.782339110e-02 -4.888217150e-03
1.198330000e-04 -2.776034880e-02 -5.431017990e-03
1.198335000e-04 -3.820695850e-02 -1.350525530e-02
1.198340000e-04 1.824466860e-02 -1.213650850e-02
1.198345000e-04 1.874731280e-02 -3.350953820e-03
1.198350000e-04 2.789989330e-02 4.441464530e-03
1.198355000e-04 -1.477563470e-02 4.880909540e-03
1.198360000e-04 -7.286962030e-03 5.276245350e-04
1.198365000e-04 -1.669243580e-02 -3.027693410e-03
1.198370000e-04 2.794715530e-02 -2.180886900e-04
1.198375000e-04 -1.515492640e-02 1.295366900e-03
1.198380000e-04 -5.957658060e-03 -2.113463900e-03
1.198385000e-04 -2.494860260e-02 -6.150672730e-03
1.198390000e-04 -2.758401770e-02 -1.196490230e-02
1.198395000e-04 -9.223462190e-03 -1.365872360e-02
1.198400000e-04 7.280754840e-03 -9.853686720e-03
1.198405000e-04 -1.608438390e-02 -8.352115110e-03
1.198410000e-04 -1.108263100e-03 -8.187928570e-03
1.198415000e-04 -1.239207790e-02 -7.764893210e-03
1.198420000e-04 3.288226440e-02 -2.280396180e-03
1.198425000e-04 2.001878170e-02 5.782244130e-03
1.198430000e-04 1.473033930e-02 8.931022540e-03
1.198435000e-04 -3.284597710e-02 3.301037650e-03
1.198440000e-04 4.379501380e-02 4.289969980e-03
1.198445000e-04 -2.513138870e-02 5.080604180e-03
1.198450000e-04 2.022537870e-02 3.185854490e-03
1.198455000e-04 3.189285340e-02 9.781672630e-03
1.198460000e-04 3.543238740e-02 1.666505790e-02
1.198465000e-04 2.321027360e-03 1.715664490e-02
1.198470000e-04 -1.001060530e-02 1.118894800e-02
1.198475000e-04 5.104109620e-03 7.516253320e-03
