topology,d_in_mm,d_out_mm,n,layers,awg,d_wire_mm,l_h,length_m,m_h,k,fom,eta_max,emf_per_sqrtw,r_dc,r_ac,r_skin,r_prox,prox_layers,skin_um,skin_limited,r_ratio,q,l_uh
solenoid,120,122.58169181166456,12,1,16,1.2908459058322814,3.1869856517146714e-05,4.523893421169301,1.9568865051394592e-09,0.0003444280460663622,3.473287799160823e-07,8.683217989936368e-08,0.005568683648378407,0.058074163354995816,0.2187817109140877,0.2187817109140877,0.0,1,92.25496965451984,True,3.7672813222761143,457.6347204110921,31.869856517146715
solenoid,120,125.16338362332912,12,2,16,1.2908459058322814,0.00012610618366791087,9.145114330690904,3.878423139866892e-09,0.0003431704795163444,8.900162597390995e-08,2.2250405503316368e-08,0.0058394567695070395,0.11739773997668218,3.353767455832728,0.4422703130915827,2.9114971427411453,2,92.25496965451984,True,28.56756404764573,118.12812468388191,126.10618366791087
solenoid,120,130.32676724665825,12,4,16,1.2908459058322814,0.0004947440898608807,18.679538614791007,7.62001244868955e-09,0.0003403990168794853,3.760717137807357e-08,9.401792667730982e-09,0.004255990605352495,0.23979313302012645,30.638055663743295,0.9033681912367942,29.7346874725065,4,92.25496965451984,True,127.76869494912418,50.73051681778986,494.74408986088065
solenoid,120,135.49015086998736,12,6,16,1.2908459058322814,0.0010947575636838344,28.603272852300314,1.12334170831211e-08,0.00033734620626259476,2.3266782702770024e-08,5.8166956080246105e-09,0.00338609742012338,0.3671861791303329,107.6237059460411,1.3832936344356348,106.24041231160547,6,92.25496965451984,True,293.103913118255,31.956549807486972,1094.7575636838344
solenoid,120,140.6535344933165,12,8,16,1.2908459058322814,0.0019185205234718203,38.91631704321881,1.4726564495576652e-08,0.00033407281972883606,1.642158042164668e-08,4.105395071703132e-09,0.002852463325626151,0.49957687830730135,262.06465096933965,1.8820466426881037,260.18260432665153,8,92.25496965451984,True,524.5732185550381,22.998943047093636,1918.5205234718203
solenoid,120,150.98030173997475,12,12,16,1.2908459058322814,0.00421934087749259,60.710335285283406,2.1380586459269716e-08,0.00032705457653629496,9.814615213734484e-09,2.4536537913927875e-09,0.0022082154208015424,0.7793512358615247,924.2436126269143,2.9360353543539284,921.3075772725604,12,92.25496965451984,True,1185.9140912315615,14.34194418292681,4219.34087749259
pancake,120,171.63383623329125,20,1,16,1.2908459058322814,0.00013315638472431577,9.161947174487166,2.92484932263302e-09,0.0002518520114905728,4.3708420044614405e-10,1.092710500876557e-10,0.00046565448251781815,0.11761382670316846,388.3849529411905,0.4430843725802663,387.94186856861023,20,92.25496965451984,True,3302.2048837964353,1.0770837460632245,133.15638472431576
solenoid,120,122.58169181166456,20,1,16,1.2908459058322814,7.493354359868504e-05,7.5398223686155035,3.0495053611553117e-09,0.00035003719057950523,5.0608043388001e-07,1.2652007645533697e-07,0.008201075922393485,0.09679027225832638,0.364636184856813,0.364636184856813,0.0,1,92.25496965451984,True,3.767281322276115,645.604248436072,74.93354359868503
solenoid,120,125.16338362332912,20,2,16,1.2908459058322814,0.0002979564551575465,15.241857217818174,6.050964379067979e-09,0.00034831415237779854,1.299834337039726e-07,3.249585631403169e-08,0.007405331986682478,0.19566289996113698,5.58961242638788,0.7371171884859712,4.852495237901909,2,92.25496965451984,True,28.56756404764573,167.4638130890059,297.95645515754654
solenoid,120,130.32676724665825,20,4,16,1.2908459058322814,0.0011794646215822872,31.13256435798501,1.191461666101414e-08,0.00034471528304240684,5.5165899751710166e-08,1.3791474557517996e-08,0.00518756527709672,0.3996552217002108,51.06342610623883,1.5056136520613237,49.55781245417751,4,92.25496965451984,True,127.76869494912418,72.56460588098417,1179.4646215822872
solenoid,120,135.49015086998736,20,6,16,1.2908459058322814,0.002630884805212379,47.67212142050052,1.7600395629563246e-08,0.00034095293835120094,3.426957169216943e-08,8.56739277624192e-09,0.004117055554471046,0.6119769652172214,179.3728432434018,2.305489390726058,177.06735385267575,6,92.25496965451984,True,293.1039131182549,46.078147767779534,2630.884805212379
solenoid,120,140.6535344933165,20,8,16,1.2908459058322814,0.004643899351655857,64.86052840536469,2.3117241962639374e-08,0.00033706801470479293,2.427925473971726e-08,6.0698136112440415e-09,0.0034710486565024574,0.832628130512169,436.7744182822328,3.136744404480173,433.6376738777526,8,92.25496965451984,True,524.573218555038,33.4022311667192,4643.899351655858
solenoid,120,150.98030173997475,20,12,16,1.2908459058322814,0.01034126686816108,101.18389214213902,3.3677426638533936e-08,0.0003290598910743032,1.4610433383056681e-08,3.6526083190810745e-09,0.0026948230034593225,1.2989187264358744,1540.406021044857,4.893392257256547,1535.5126287876005,12,92.25496965451984,True,1185.9140912315613,21.090574548513995,10341.26686816108
pancake,120,197.45075434993686,30,1,16,1.2908459058322814,0.0002967865472355025,14.959514366134494,4.073513499610761e-09,0.0002349470400320865,2.305980198003679e-10,5.764950494344505e-11,0.000338544206311851,0.19203840588838422,1427.917955161307,0.7234626996629893,1427.194492461644,30,92.25496965451984,True,7435.585338024705,0.6529663928583396,296.7865472355025
solenoid,120,122.58169181166456,30,1,16,1.2908459058322814,0.00014145000159140032,11.309733552923255,4.134338512858199e-09,0.00034540409207833227,6.201283006320248e-07,1.5503202708813616e-07,0.010442804964302653,0.14518540838748958,0.5469542772852194,0.5469542772852194,0.0,1,92.25496965451984,True,3.7672813222761143,812.4596594352594,141.4500015914003
solenoid,120,125.16338362332912,30,2,16,1.2908459058322814,0.0005648983253199154,22.86278582672726,8.215939972652651e-09,0.0003434749252199881,1.5975779904808215e-07,3.993944657170156e-08,0.008425650560224162,0.2934943499417055,8.38441863958182,1.105675782728957,7.278742856852864,2,92.25496965451984,True,28.56756404764573,211.66410041504523,564.8983253199154
solenoid,120,130.32676724665825,30,4,16,1.2908459058322814,0.0022543191934273617,46.69884653697751,1.6224259707348956e-08,0.0003395315288369076,6.819445738114697e-08,1.7048613763976266e-08,0.005786254134887333,0.5994828325503161,76.59513915935824,2.2584204780919857,74.33671868126625,4,92.25496965451984,True,127.7686949491242,92.4621678953185,2254.319193427362
solenoid,120,135.49015086998736,30,6,16,1.2908459058322814,0.005065563310297879,71.50818213075078,2.403170258621835e-08,0.0003355008234890986,4.259333423617559e-08,1.064833333226989e-08,0.004594146845613349,0.9179654478258322,269.05926486510276,3.4582340860890866,265.6010307790137,6,92.25496965451984,True,293.103913118255,59.146584266126354,5065.563310297879
solenoid,120,140.6535344933165,30,8,16,1.2908459058322814,0.00900176848027597,97.29079260804703,3.164507898548847e-08,0.0003314096791211708,3.033083897253769e-08,7.582709628139453e-09,0.003881062549576409,1.2489421957682534,655.1616274233492,4.705116606720259,650.4565108166289,8,92.25496965451984,True,524.5732185550381,43.164752853691446,9001.76848027597
solenoid,120,150.98030173997475,30,12,16,1.2908459058322814,0.02028431197874879,151.7758382132085,4.631671800156765e-08,0.0003231324405131456,1.842339219139944e-08,4.6058480054221875e-09,0.0030264287861312155,1.9483780896538112,2310.6090315672855,7.34008838588482,2303.2689431814006,12,92.25496965451984,True,1185.9140912315615,27.579328490868033,20284.31197874879
pancake,120,249.08459058322816,50,1,16,1.2908459058322814,0.0008391962411089494,28.987835958236655,5.9803869197060665e-09,0.0002051258726678511,9.23021588417478e-11,2.307553970937199e-11,0.00021424826234422322,0.37212289592607894,7688.953163584605,1.4018916354136157,7687.551271949192,50,92.25496965451984,True,20662.402791555163,0.3428831844722726,839.1962411089494
solenoid,120,122.58169181166456,50,1,16,1.2908459058322814,0.00029719836593961724,18.84955592153876,5.530070346823052e-09,0.0003187354516681919,6.65705350660408e-07,1.6642628226967327e-07,0.012565596250142317,0.24197568064581598,0.9115904621420324,0.9115904621420324,0.0,1,92.25496965451984,True,3.7672813222761143,1024.227700782283,297.19836593961725
solenoid,120,125.16338362332912,50,2,16,1.2908459058322814,0.0011935082210231685,38.10464304454543,1.1016718954413129e-08,0.00031685640222794503,1.723468478321148e-07,4.30867082450996e-08,0.008944020339230694,0.4891572499028425,13.974031065969703,1.8427929712149282,12.131238094754774,2,92.25496965451984,True,28.567564047645735,268.3203322981319,1193.5082210231685
solenoid,120,130.32676724665825,50,4,16,1.2908459058322814,0.004812995839873155,77.83141089496253,2.1859305435139994e-08,0.0003130772705922865,7.427510357161457e-08,1.8568775203304802e-08,0.0060543410126016155,0.999138054250527,127.65856526559708,3.7640341301533096,123.89453113544377,4,92.25496965451984,True,127.76869494912418,118.44463660425127,4812.995839873155
solenoid,120,135.49015086998736,50,6,16,1.2908459058322814,0.01092034000659132,119.18030355125128,3.252737528104112e-08,0.0003092814436363066,4.681896925012418e-08,1.170474203852907e-08,0.004820219830783095,1.5299424130430537,448.43210810850456,5.763723476815144,442.66838463168943,6,92.25496965451984,True,293.103913118255,76.50491416441766,10920.34000659132
solenoid,120,140.6535344933165,50,8,16,1.2908459058322814,0.019581421250218466,162.15132101341172,4.302126418940862e-08,0.0003054808473602466,3.363486136069996e-08,8.408715198762006e-09,0.004088233249618162,2.0815703262804224,1091.936045705582,7.841861011200432,1084.0941846943815,8,92.25496965451984,True,524.5732185550381,56.33741040830164,19581.421250218467
solenoid,120,150.98030173997475,50,12,16,1.2908459058322814,0.04484479312207392,252.95973035534752,6.34907581661638e-08,0.00029790474759410575,2.0771426278657678e-08,5.192856515732901e-09,0.0032137818823025324,3.2472968160896856,3851.0150526121424,12.233480643141368,3838.781571969001,12,92.25496965451984,True,1185.9140912315615,36.583620344070034,44844.79312207392
pancake,120,326.53534493316505,80,1,16,1.2908459058322814,0.0022946009808933166,56.11328636840862,8.205507784944052e-09,0.00017020597358919005,3.506038778340355e-11,8.765096945697235e-12,0.00013205117744541595,0.7203379601507788,38107.873669104556,2.713715743002505,38105.15995336155,80,92.25496965451984,True,52902.77033453567,0.1891656734009469,2294.600980893317
solenoid,120,122.58169181166456,80,1,16,1.2908459058322814,0.0005572138016003867,30.159289474462014,6.522759158174969e-09,0.0002745638364098306,5.788465372763389e-07,1.4471159243618569e-07,0.013068993983627694,0.38716108903330554,1.458544739427252,1.458544739427252,0.0,1,92.25496965451984,True,3.767281322276115,1200.1954676234511,557.2138016003868
solenoid,120,125.16338362332912,80,2,16,1.2908459058322814,0.0022480970983141035,60.967428871272695,1.3021685546212346e-08,0.0002728868415734777,1.5049193576006868e-07,3.76229811090396e-08,0.008464378367562095,0.7826515998445479,22.35844970555152,2.9484687539438847,19.409980951607636,2,92.25496965451984,True,28.56756404764573,315.8808156035299,2248.0970983141033
solenoid,120,130.32676724665825,80,4,16,1.2908459058322814,0.009146553875887637,124.53025743194004,2.5945332335093932e-08,0.00026955873725827806,6.53986890138897e-08,1.6349671718848886e-08,0.005689362536086529,1.5986208868008431,204.25370442495532,6.022454608245295,198.23124981671003,4,92.25496965451984,True,127.76869494912418,140.68164170167722,9146.553875887637
solenoid,120,135.49015086998736,80,6,16,1.2908459058322814,0.020927267771415237,190.68848568200207,3.8766000289712245e-08,0.0002662671885777479,4.156289731028506e-08,1.0390724111636967e-08,0.004543495355400041,2.447907860868886,717.4913729736072,9.221957562904231,708.269415410703,6,92.25496965451984,True,293.1039131182549,91.63169505147899,20927.267771415238
solenoid,120,140.6535344933165,80,8,16,1.2908459058322814,0.037822919994434434,259.44211362145876,5.147945151545031e-08,0.0002630142674123159,3.01003222614042e-08,7.525080452097377e-09,0.0038681288867744713,3.330512522048676,1747.097673128931,12.546977617920692,1734.5506955110104,8,92.25496965451984,True,524.573218555038,68.0123437970264,37822.91999443444
solenoid,120,150.98030173997475,80,12,16,1.2908459058322814,0.08789315238502701,404.73556856855606,7.65708245584301e-08,0.00025663076996808765,1.8882172344058925e-08,4.7205430414476775e-09,0.0030642934869469568,5.195674905743497,6161.624084179428,19.57356902902619,6142.050515150402,12,92.25496965451984,True,1185.9140912315613,44.81358779134638,87893.15238502702
pancake,120,429.80301739974755,120,1,16,1.2908459058322814,0.0057534090773557565,103.63542722307287,1.0465631146237648e-08,0.00013709629583816816,1.372432722272924e-11,3.4310818056587658e-12,8.261973152982897e-05,1.3303895935642729,158365.3966045431,5.011951867185196,158360.38465267592,120,92.25496965451984,True,119036.85760218797,0.11413394641793327,5753.409077355756
solenoid,120,122.58169181166456,120,1,16,1.2908459058322814,0.000924015587238409,45.23893421169302,7.054382756036108e-09,0.00023059096930072118,4.5136464054626905e-07,1.1284113467031958e-07,0.012412583813101077,0.5807416335499583,2.1878171091408776,2.1878171091408776,0.0,1,92.25496965451984,True,3.7672813222761143,1326.8387784985196,924.015587238409
solenoid,120,125.16338362332912,120,2,16,1.2908459058322814,0.0037404849700340866,91.45114330690905,1.410044600593553e-08,0.00022908244863724007,1.176395249375847e-07,2.9409879504514076e-08,0.007537653616600776,1.173977399766822,33.53767455832728,4.422703130915828,29.114971427411454,2,92.25496965451984,True,28.56756404764573,350.38446336776127,3740.4849700340865
solenoid,120,130.32676724665825,120,4,16,1.2908459058322814,0.015317456549119214,186.79538614791005,2.8164638160298826e-08,0.000226117289717092,5.137687203740552e-08,1.2844217679403516e-08,0.005046797188218383,2.3979313302012644,306.38055663743296,9.033681912367943,297.346874725065,4,92.25496965451984,True,127.7686949491242,157.06352091833244,15317.456549119213
solenoid,120,135.49015086998736,120,6,16,1.2908459058322814,0.03526457838731678,286.03272852300313,4.218698495833521e-08,0.0002232194654910271,3.2814783403773797e-08,8.203695716342203e-09,0.004038059537495881,3.671861791303329,1076.237059460411,13.832936344356346,1062.4041231160547,6,92.25496965451984,True,293.103913118255,102.93916142330261,35264.57838731678
solenoid,120,140.6535344933165,120,8,16,1.2908459058322814,0.06411599541472521,389.1631704321881,5.616242420729602e-08,0.00022038679777560804,2.3883818107499974e-08,5.9709544555704e-09,0.003445947461036303,4.9957687830730135,2620.6465096933966,18.820466426881037,2601.8260432665156,8,92.25496965451984,True,524.5732185550381,76.86131625438621,64115.99541472521
solenoid,120,150.98030173997475,120,12,16,1.2908459058322814,0.15067045285979422,607.103352852834,8.395463611533016e-08,0.00021490848396512425,1.5132943747888517e-08,3.783235908346381e-09,0.002743328618167236,7.793512358615245,9242.436126269142,29.36035354353928,9213.075772725602,12,92.25496965451984,True,1185.9140912315615,51.21433151937293,150670.45285979423
pancake,120,636.3383623329127,200,1,16,1.2908459058322814,0.01976938783500521,237.61070427332135,1.3694808190687895e-08,9.6779253279143e-05,3.6898300096003925e-12,9.224575023983965e-13,4.283932138133629e-05,3.0502581670674718,1008616.4744741918,11.491180620913463,1008604.9832935708,200,92.25496965451984,True,330665.93685867544,0.0615767887598677,19769.38783500521
solenoid,120,122.58169181166456,200,1,16,1.2908459058322814,0.0016820133429080997,75.39822368615503,7.398085782819279e-09,0.00017923695952916927,2.97851279485608e-07,7.446280878198096e-08,0.010782332521634193,0.9679027225832639,3.6463618485681297,3.6463618485681297,0.0,1,92.25496965451984,True,3.7672813222761143,1449.1707024071459,1682.0133429080997
solenoid,120,125.16338362332912,200,2,16,1.2908459058322814,0.006831067370384461,152.41857217818173,1.4799726746425883e-08,0.00017792309982437814,7.775820139360752e-08,1.943954959260968e-08,0.0061639942917737466,1.95662899961137,55.89612426387881,7.371171884859713,48.5249523790191,2,92.25496965451984,True,28.567564047645735,383.93415195774,6831.06737038446
solenoid,120,130.32676724665825,200,4,16,1.2908459058322814,0.028151619394503533,311.3256435798501,2.9611122270454998e-08,0.00017535820858028553,3.407377828002442e-08,8.51844442487831e-09,0.004112680110599411,3.996552217002108,510.6342610623883,15.056136520613238,495.5781245417751,4,92.25496965451984,True,127.76869494912418,173.1981721955447,28151.619394503534
solenoid,120,135.49015086998736,200,6,16,1.2908459058322814,0.06521210156853052,476.72121420500514,4.442937892315861e-08,0.0001728737559678903,2.183756953032927e-08,5.459392322972386e-09,0.0032947369271459216,6.119769652172215,1793.7284324340183,23.054893907260578,1770.6735385267577,6,92.25496965451984,True,293.103913118255,114.21453521525922,65212.101568530525
solenoid,120,140.6535344933165,200,8,16,1.2908459058322814,0.11927492096065324,648.6052840536469,5.925011710338159e-08,0.0001704659205225819,1.5949304166737976e-08,3.987326009886957e-09,0.002816182389147709,8.32628130512169,4367.744182822328,31.36744404480173,4336.376738777526,8,92.25496965451984,True,524.5732185550381,85.79101700167821,119274.92096065324
solenoid,120,150.98030173997475,200,12,16,1.2908459058322814,0.28351282720091187,1011.8389214213901,8.888332870708785e-08,0.00016586581156161997,1.0177144064198522e-08,2.544286003102847e-09,0.002249771875518312,12.989187264358742,15404.06021044857,48.93392257256547,15355.126287876004,12,92.25496965451984,True,1185.9140912315615,57.82123693133243,283512.8272009119
pancake,1,3.0473746856653046,1,1,18,1.0236873428326523,3.109740017558883e-09,0.00635760128940571,8.111098534971216e-11,0.0014452419526825913,3.299652953117398e-07,8.249131021830075e-08,0.0002547672812970983,0.00012977111056706103,0.0003956503902585243,0.0003956503902585243,0.0,1,92.25496965451984,True,3.048832583227886,24.692346157812732,0.003109740017558883
solenoid,1,3.0473746856653046,1,1,18,1.0236873428326523,3.507347382836203e-10,0.0031415926535897933,6.129150664866837e-11,0.0032518748984997504,3.812878089979362e-07,9.53219340769392e-08,0.0001925341267955325,6.412606721422399e-05,0.00019550964315698756,0.00019550964315698756,0.0,1,92.25496965451984,True,3.048832583227886,5.63586357868701,0.0003507347382836203
pancake,1,5.094749371330609,2,1,18,1.0236873428326523,1.607789855391813e-08,0.019147219850443254,3.5875472185926427e-10,0.0028112916815800294,2.876280061592368e-07,7.190699119857732e-08,0.0011220904524873812,0.0003908323078397961,0.008879419808382347,0.0011915822747201217,0.007687837533662225,2,92.25496965451984,True,22.71925741620639,5.688458150663012,0.01607789855391813
solenoid,1,3.0473746856653046,2,1,18,1.0236873428326523,9.947199788264313e-10,0.006283185307179587,1.1109713455163895e-10,0.003500058965463994,6.263658116028837e-07,1.5659140385897392e-07,0.000348953724592036,0.00012825213442844798,0.0003910192863139751,0.0003910192863139751,0.0,1,92.25496965451984,True,3.048832583227886,7.991945889213349,0.0009947199788264312
solenoid,1,5.094749371330609,2,2,18,1.0236873428326523,1.1472783524007837e-08,0.02543040515762284,4.997725177279713e-10,0.004636186467191148,4.2027456283172565e-07,1.0506861862909867e-07,0.0015609046073161929,0.0005190844422682441,0.011793213064640163,0.001582601561034097,0.010210611503606066,2,92.25496965451984,True,22.719257416206393,3.0562334656122645,0.011472783524007837
pancake,1,7.142124056995914,3,1,18,1.0236873428326523,4.5148328337101e-08,0.03836885568311263,8.499237280886356e-10,0.003974495781305938,3.2976005003273473e-07,8.243999891547515e-08,0.002613906172154492,0.0007831835918182051,0.04346927291547045,0.0023877956533847923,0.041081477262085664,3,92.25496965451984,True,55.5032988045039,3.262940627084131,0.045148328337101
solenoid,1,3.0473746856653046,3,1,18,1.0236873428326523,1.733667514785081e-09,0.00942477796076938,1.3862444274222937e-10,0.0033081091558775136,6.501457041765807e-07,1.6253637320798703e-07,0.0004353738699585023,0.00019237820164267198,0.0005865289294709627,0.0005865289294709627,0.0,1,92.25496965451984,True,3.0488325832278855,9.285947980654079,0.001733667514785081
solenoid,1,5.094749371330609,3,2,18,1.0236873428326523,2.142454489477897e-08,0.03814560773643426,6.288871748559267e-10,0.004269134712157918,4.43652139888359e-07,1.1091301036869391e-07,0.0019584608562350937,0.0007786266634023661,0.01768981959696024,0.0023739023415511452,0.015315917255409095,2,92.25496965451984,True,22.71925741620639,3.8048546780832155,0.02142454489477897
pancake,1,11.236873428326525,5,1,18,1.0236873428326523,1.7689157157295198e-07,0.0961081791633469,2.264042514086965e-09,0.005348770097010167,3.232266057989715e-07,8.080663839031568e-08,0.006203300449079571,0.001961756419892046,0.3146897244781194,0.005981066893323355,0.30870865758479604,5,92.25496965451984,True,160.4122312470559,1.7659339295464627,0.176891571572952
solenoid,1,3.0473746856653046,5,1,18,1.0236873428326523,3.3194112403093142e-09,0.015707963267948967,1.7323774525623424e-10,0.002987685753415528,6.092104807363147e-07,1.523025737919201e-07,0.0005439766110849491,0.00032063033607112,0.000977548215784938,0.000977548215784938,0.0,1,92.25496965451984,True,3.048832583227886,10.667747941645624,0.003319411240309314
solenoid,1,5.094749371330609,5,2,18,1.0236873428326523,4.4410151132627145e-08,0.06357601289405711,7.932528077657863e-10,0.0037401878591204582,4.2351772474146355e-07,1.0587940876446395e-07,0.002456133078303772,0.0012977111056706105,0.029483032661600413,0.003956503902585243,0.02552652875901517,2,92.25496965451984,True,22.71925741620639,4.732165993384632,0.04441015113262715
solenoid,1,9.189498742661218,5,4,18,1.0236873428326523,5.260700218263624e-07,0.2557923712207508,3.6458989849193614e-09,0.004994658256157203,4.982133929017666e-07,1.245533171983782e-07,0.009261657008532346,0.005221223945454701,0.5294371034653028,0.01591863768923195,0.5135184657760709,4,92.25496965451984,True,101.40095674812042,3.121612945194411,0.5260700218263624
pancake,1,17.37899748532244,8,1,18,1.0236873428326523,6.534365213440054e-07,0.23095729392093703,4.694465485612186e-09,0.00577041930474315,2.2292034738654738e-07,5.573008063495256e-08,0.00856962881061343,0.004714291312295362,1.9617474558444141,0.01437308495975425,1.9473743708846598,8,92.25496965451984,True,416.1277540757765,1.046429992263187,0.6534365213440053
solenoid,1,3.0473746856653046,8,1,18,1.0236873428326523,5.796219422049182e-09,0.025132741228718346,2.0019742606591114e-10,0.002612817067357662,5.084863713519677e-07,1.271215605182034e-07,0.0006284474848464069,0.0005130085377137919,0.0015640771452559005,0.0015640771452559005,0.0,1,92.25496965451984,True,3.048832583227886,11.642239265586182,0.005796219422049182
solenoid,1,5.094749371330609,8,2,18,1.0236873428326523,8.234503239779879e-08,0.10172162063049137,9.229763351524308e-10,0.003195911815232497,3.58351728935784e-07,8.95879161819544e-08,0.002833552419616509,0.0020763377690729765,0.04717285225856065,0.006330406244136388,0.040842446014424265,2,92.25496965451984,True,22.719257416206393,5.48397089543365,0.08234503239779879
solenoid,1,9.189498742661218,8,4,18,1.0236873428326523,1.0533333891717713e-06,0.40926779395320134,4.325281351264707e-09,0.004187495573853766,4.382428885207447e-07,1.0956069812308911e-07,0.00999813751727434,0.008353958312727523,0.8470993655444845,0.02546982030277112,0.8216295452417134,4,92.25496965451984,True,101.40095674812041,3.906441878959357,1.0533333891717713
solenoid,1,13.28424811399183,8,6,18,1.0236873428326523,4.424886517769864e-06,0.92263851996813,9.86207420058059e-09,0.004658435867273486,4.407054595697603e-07,1.10176340614784e-07,0.013358375998885666,0.018832861630963635,4.379339448363048,0.057418242175904195,4.3219212061871435,6,92.25496965451984,True,232.53712230131046,3.174266608264506,4.424886517769864
solenoid,1,17.37899748532244,8,8,18,1.0236873428326523,1.194115246641933e-05,1.6418337986752773,1.6631365988928574e-08,0.004782199863065142,3.935824659018079e-07,9.839559711206206e-08,0.013515108241592003,0.033513047723781324,13.945709281531437,0.10217567186353563,13.843533609667901,8,92.25496965451984,True,416.1277540757765,2.6900199987374904,11.94115246641933
pancake,1,25.568496227983655,12,1,18,1.0236873428326523,2.0753151123355263e-06,0.5008043554005696,7.640575943308491e-09,0.005269956084333768,1.204707078822512e-07,3.0117675156414015e-08,0.007367106881205378,0.010222399049379221,9.61592881404519,0.031166383300505134,9.584762430744686,12,92.25496965451984,True,940.6724162885365,0.6780202762393832,2.0753151123355265
solenoid,1,3.0473746856653046,12,1,18,1.0236873428326523,9.159152572283133e-09,0.03769911184307752,2.1765514542734884e-10,0.0022597698783867427,4.0069041731235674e-07,1.0017258425899292e-07,0.0006829830965656751,0.0007695128065706879,0.0023461157178838506,0.0023461157178838506,0.0,1,92.25496965451984,True,3.0488325832278855,12.264666322659743,0.009159152572283133
solenoid,1,5.094749371330609,12,2,18,1.0236873428326523,1.3547479504345553e-07,0.15258243094573704,1.007724412811408e-09,0.0027204168249391164,2.8478733573260924e-07,7.119682379517578e-08,0.0030594666908314817,0.0031145066536094643,0.07075927838784096,0.009495609366204581,0.06126366902163638,2,92.25496965451984,True,22.71925741620639,6.0148524766221705,0.13547479504345553
solenoid,1,9.189498742661218,12,4,18,1.0236873428326523,1.8365186407329278e-06,0.6139016909298021,4.78190171826057e-09,0.003506112920459602,3.571052085499556e-07,8.927628619697622e-08,0.009969548975078067,0.012530937469091282,1.2706490483167265,0.03820473045415668,1.23244431786257,4,92.25496965451984,True,101.40095674812041,4.540666423628509,1.836518640732928
solenoid,1,13.28424811399183,12,6,18,1.0236873428326523,8.02830851717334e-06,1.383957779952195,1.1071610719874374e-08,0.003882591545091053,3.702902313918345e-07,9.257254070860566e-08,0.012642738769421983,0.028249292446445452,6.569009172544571,0.0861273632638563,6.482881809280714,6,92.25496965451984,True,232.53712230131043,3.839494571528245,8.02830851717334
solenoid,1,17.37899748532244,12,8,18,1.0236873428326523,2.230367717039943e-05,2.462750698012916,1.897547459130568e-08,0.003992338301460146,3.4156545066162714e-07,8.539134808204027e-08,0.012733168062786506,0.05026957158567199,20.918563922297153,0.15326350779530346,20.76530041450185,8,92.25496965451984,True,416.12775407577647,3.3496117901228595,22.30367717039943
solenoid,1,25.568496227983655,12,12,18,1.0236873428326523,9.084162248406022e-05,5.546547021249341,3.6903706393284044e-08,0.0038472505365466105,2.5375501823843104e-07,6.343874651065786e-08,0.01118194862373772,0.11321590234974209,106.4990764256189,0.3451763320234402,106.15390009359545,12,92.25496965451984,True,940.6724162885365,2.679716889708628,90.84162248406022
pancake,1,41.947493713306095,20,1,18,1.0236873428326523,9.134572456988013e-06,1.3492353073981627,1.2118892327692714e-08,0.003984205568497413,4.0401987200701425e-08,1.0100496596135287e-08,0.004451960994533256,0.02754053868541929,72.13460126918355,0.08396649170375442,72.0506347774798,20,92.25496965451984,True,2619.2153353693684,0.3978271899981629,9.134572456988012
solenoid,1,3.0473746856653046,20,1,18,1.0236873428326523,1.5947325611898105e-08,0.06283185307179587,2.32145337765416e-10,0.001826581097021817,2.734905104192109e-07,6.837261825517192e-08,0.0007278843919319176,0.00128252134428448,0.003910192863139752,0.003910192863139752,0.0,1,92.25496965451984,True,3.048832583227886,12.812667492445586,0.015947325611898103
solenoid,1,5.094749371330609,20,2,18,1.0236873428326523,2.447456104455242e-07,0.25430405157622843,1.0784044711012346e-09,0.0021659436207896758,1.9568238055751925e-07,4.892059035293114e-08,0.0032042311142543634,0.005190844422682442,0.11793213064640165,0.01582601561034097,0.10210611503606068,2,92.25496965451984,True,22.71925741620639,6.519775463731678,0.24474561044552423
solenoid,1,9.189498742661218,20,4,18,1.0236873428326523,3.5177610844237772e-06,1.0231694848830033,5.169159367463518e-09,0.002738480643246222,2.50372131698136e-07,6.259302508875968e-08,0.009197065110596009,0.020884895781818805,2.1177484138612113,0.0636745507569278,2.0540738631042834,4,92.25496965451984,True,101.40095674812042,5.2184538576800295,3.5177610844237774
solenoid,1,13.28424811399183,20,6,18,1.0236873428326523,1.6075687067887014e-05,2.306596299920325,1.2123765665240302e-08,0.003004524054997898,2.6640781308991935e-07,6.660194440084095e-08,0.011018778764123986,0.04708215407740909,10.948348620907618,0.14354560543976047,10.804803015467858,6,92.25496965451984,True,232.53712230131043,4.612865569282134,16.075687067887014
solenoid,1,17.37899748532244,20,8,18,1.0236873428326523,4.624400376534258e-05,4.104584496688194,2.1080539353412454e-08,0.003080185896900748,2.5293173831464276e-07,6.323292658185393e-08,0.011058610805564606,0.08378261930945331,34.86427320382859,0.25543917965883906,34.60883402416975,8,92.25496965451984,True,416.12775407577647,4.1670113600941265,46.244003765342576
solenoid,1,25.568496227983655,20,12,18,1.0236873428326523,0.00019825427221530035,9.244245035415569,4.2259421012356106e-08,0.0029821891713566226,1.9965169536299134e-07,4.9912918858148526e-08,0.009937020313580342,0.18869317058290347,177.49846070936482,0.5752938867057337,176.92316682265908,12,92.25496965451984,True,940.6724162885366,3.508955303867139,198.25427221530035
